,heuristic,solution_len,acc,cum_acc
5422,mult_heuristic,764,True,0.2737
3427,mult_heuristic,764,True,0.27375
8181,mult_heuristic,764,True,0.2738
11994,mult_heuristic,764,True,0.27385
18310,sum_heuristic,764,True,0.2739
337,sum_heuristic,765,False,0.2739
8093,sum_heuristic,766,True,0.27395
9421,mult_heuristic,766,False,0.27395
15063,mult_heuristic,767,True,0.274
3662,mult_heuristic,768,True,0.27405
18526,mult_heuristic,768,True,0.2741
15167,mult_heuristic,769,True,0.27415
7026,sum_heuristic,769,True,0.2742
508,mult_heuristic,769,True,0.27425
14817,sum_heuristic,770,True,0.2743
6333,mult_heuristic,770,True,0.27435
12953,sum_heuristic,770,False,0.27435
3748,mult_heuristic,770,True,0.2744
237,sum_heuristic,772,False,0.2744
18174,mult_heuristic,772,False,0.2744
5283,sum_heuristic,773,True,0.27445
19978,sum_heuristic,773,True,0.2745
1078,mult_heuristic,773,True,0.27455
3077,mult_heuristic,773,True,0.2746
3081,sum_heuristic,774,True,0.27465
12385,sum_heuristic,774,True,0.2747
8556,mult_heuristic,776,True,0.27475
9412,mult_heuristic,776,True,0.2748
11316,sum_heuristic,776,True,0.27485
1804,mult_heuristic,776,False,0.27485
12777,mult_heuristic,776,True,0.2749
6145,mult_heuristic,776,True,0.27495
18449,mult_heuristic,777,False,0.27495
15959,mult_heuristic,778,True,0.275
6683,sum_heuristic,778,True,0.27505
18233,mult_heuristic,779,True,0.2751
18797,sum_heuristic,779,False,0.2751
15728,mult_heuristic,780,True,0.27515
15071,sum_heuristic,780,True,0.2752
9020,sum_heuristic,780,False,0.2752
6792,sum_heuristic,781,False,0.2752
5520,sum_heuristic,781,True,0.27525
42,sum_heuristic,781,True,0.2753
1350,mult_heuristic,782,False,0.2753
12526,mult_heuristic,782,False,0.2753
2699,mult_heuristic,782,True,0.27535
3634,mult_heuristic,782,True,0.2754
18532,mult_heuristic,782,True,0.27545
11010,mult_heuristic,782,False,0.27545
